Date,BRAND,SKU,Actual Price,Recommended Price,Difference
26-04-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,13.99,0.01
26-04-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
26-04-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
26-04-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
26-04-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,11.99,0.5
26-04-2015,BECKS,6 Pk 12 Oz Glass,11.39,11.99,0.6
26-04-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,9.49,1.5
26-04-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.49,1
26-04-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
26-04-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
26-04-2015,BUD LIGHT,6 Pk 12 Oz Glass,10,10.99,0.99
26-04-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.49,1
26-04-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
26-04-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,12.49,0
26-04-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
26-04-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.99,0.99
26-04-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
26-04-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.49,1.16
26-04-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,10.99,1.5
03-05-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
03-05-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49,13.99,0.5
03-05-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.49,0.5
03-05-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
03-05-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
03-05-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.49,1.5
03-05-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
03-05-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
03-05-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.99,0
03-05-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
03-05-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,12.49,1.5
03-05-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,9.49,1
03-05-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13,11.49,1.51
03-05-2015,MAGIC HAT,6 Pk 12 Oz Glass,2,12.99,10.99
03-05-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.49,1
03-05-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
03-05-2015,BUDWEISER,6 Pk 12 Oz Glass,10.49,10.49,0
03-05-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
03-05-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99,11.99,0
03-05-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
10-05-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
10-05-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
10-05-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
10-05-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,12.99,0.5
10-05-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.99,0.46
10-05-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
10-05-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
10-05-2015,MILLER LITE,6 Pk 12 Oz Glass,11.49,10.99,0.5
10-05-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,12.49,2
10-05-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
10-05-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
10-05-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
10-05-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
10-05-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
10-05-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.49,1
10-05-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
10-05-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
10-05-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
10-05-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
10-05-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
17-05-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
17-05-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99,13.49,1.5
17-05-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.99,0.96
17-05-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,12.49,0.94
17-05-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.99,0.46
17-05-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.99,0
17-05-2015,BECKS,6 Pk 12 Oz Glass,11.99,10.99,1
17-05-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.99,0
17-05-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
17-05-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
17-05-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
17-05-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
17-05-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,12.49,0.91
17-05-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
17-05-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,11.49,2
17-05-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
17-05-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.49,0.04
17-05-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,9.49,1.5
17-05-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,10.99,0.5
17-05-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.49,0.06
24-05-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
24-05-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,13.49,0
24-05-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.99,0
24-05-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
24-05-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
24-05-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.99,1
24-05-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
24-05-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
24-05-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.49,0.5
24-05-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
24-05-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,12.99,1
24-05-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
24-05-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13,12.49,0.51
24-05-2015,MAGIC HAT,6 Pk 12 Oz Glass,2,12.99,10.99
24-05-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.99,1
24-05-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
24-05-2015,BUDWEISER,6 Pk 12 Oz Glass,10,9.99,0.01
24-05-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
24-05-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99,11.49,0.5
24-05-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
31-05-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
31-05-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,13.99,0.01
31-05-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
31-05-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
31-05-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
31-05-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.99,1
31-05-2015,BECKS,6 Pk 12 Oz Glass,11.39,11.99,0.6
31-05-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
31-05-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
31-05-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
31-05-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
31-05-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
31-05-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.49,1
31-05-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
31-05-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,12.99,0.5
31-05-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
31-05-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
31-05-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
31-05-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
31-05-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
07-06-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
07-06-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99,13.49,1.5
07-06-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
07-06-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,12.49,0.94
07-06-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
07-06-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.99,0
07-06-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
07-06-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
07-06-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.49,1
07-06-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,13.99,0.5
07-06-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
07-06-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
07-06-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,12.49,0.91
07-06-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
07-06-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
07-06-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
07-06-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.99,0.54
07-06-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
07-06-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,10.99,0.5
07-06-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
14-06-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.49,1
14-06-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,13.99,0.5
14-06-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.99,0
14-06-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
14-06-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
14-06-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,11.49,2.5
14-06-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
14-06-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,13.99,1
14-06-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
14-06-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,9.99,1.94
14-06-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
14-06-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
14-06-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.99,0.5
14-06-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
14-06-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.99,1
14-06-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
14-06-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.99,0.99
14-06-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,9.99,0.99
14-06-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
14-06-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,10.49,2
21-06-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
21-06-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.49,0.5
21-06-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
21-06-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,12.49,0.94
21-06-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
21-06-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,11.99,1
21-06-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
21-06-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
21-06-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
21-06-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
21-06-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
21-06-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
21-06-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,12.99,0.41
21-06-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
21-06-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.49,1
21-06-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
21-06-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
21-06-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
21-06-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
21-06-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.49,0.06
28-06-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
28-06-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
28-06-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.99,0.96
28-06-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,12.99,0.5
28-06-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.49,0.04
28-06-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.99,0
28-06-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
28-06-2015,MILLER LITE,6 Pk 12 Oz Glass,11.099,10.99,0.109
28-06-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
28-06-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
28-06-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
28-06-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
28-06-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
28-06-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,11.99,0.5
28-06-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,11.49,2
28-06-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
28-06-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.99,0.56
28-06-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
28-06-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
28-06-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
05-07-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13,12.99,0.01
05-07-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.45,12.49,0.04
05-07-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
05-07-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
05-07-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,12.49,0
05-07-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
05-07-2015,MILLER LITE,6 Pk 12 Oz Glass,10.9,10.49,0.41
05-07-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.99,0
05-07-2015,MILLER LITE,12 Pk 12 Oz Can,14,13.49,0.51
05-07-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
05-07-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.49,1
05-07-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99,11.49,1.5
05-07-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.43,12.99,0.56
05-07-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13,12.99,0.01
05-07-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.49,0.04
05-07-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
05-07-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10,10.99,0.99
05-07-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,10.49,0.94
12-07-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
12-07-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,12.99,1
12-07-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.99,0.96
12-07-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,11.49,1
12-07-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.49,0.04
12-07-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.49,0.5
12-07-2015,BECKS,6 Pk 12 Oz Glass,11.99,10.49,1.5
12-07-2015,MILLER LITE,6 Pk 12 Oz Glass,11.099,10.49,0.609
12-07-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
12-07-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
12-07-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
12-07-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
12-07-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.49,1
12-07-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
12-07-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
12-07-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
12-07-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
12-07-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
12-07-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
12-07-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
19-07-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
19-07-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
19-07-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
19-07-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,11.99,1.44
19-07-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.49,0.04
19-07-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.99,0
19-07-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
19-07-2015,MILLER LITE,6 Pk 12 Oz Glass,11.099,10.99,0.109
19-07-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
19-07-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
19-07-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,12.49,1.44
19-07-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
19-07-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.49,1
19-07-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
19-07-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.49,1
19-07-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
19-07-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.99,0.56
19-07-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
19-07-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
19-07-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,10.99,0.44
26-07-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
26-07-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
26-07-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
26-07-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
26-07-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,11.99,1.41
26-07-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.49,1.5
26-07-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
26-07-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
26-07-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
26-07-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.99,0.94
26-07-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
26-07-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
26-07-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.99,0.5
26-07-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
26-07-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,12.49,0
26-07-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
26-07-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.99,0.99
26-07-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
26-07-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
26-07-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
02-08-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
02-08-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
02-08-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
02-08-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
02-08-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
02-08-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,11.49,2.5
02-08-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
02-08-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,13.99,1
02-08-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,12.49,2
02-08-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.99,0.94
02-08-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
02-08-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
02-08-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.99,0.5
02-08-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
02-08-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.49,1.5
02-08-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
02-08-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
02-08-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
02-08-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
02-08-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
09-08-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
09-08-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,13.99,0.01
09-08-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
09-08-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,11.99,1.5
09-08-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
09-08-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,12.49,0
09-08-2015,BECKS,6 Pk 12 Oz Glass,11.39,11.99,0.6
09-08-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.99,0
09-08-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
09-08-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
09-08-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,14.99,13.49,1.5
09-08-2015,BUD LIGHT,6 Pk 12 Oz Glass,10,10.99,0.99
09-08-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.99,1.5
09-08-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,11.99,0.5
09-08-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,12.99,0.5
09-08-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
